201710110928,8,otc alterations permit,10/11/2017,5934,020,938,,Felton,St,,,reroofing,complete,10/31/2017,10/11/2017,10/11/2017,10/31/2017,10/11/2017,,2,2,,,04/11/2018,14000,14000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,9,Portola,94134,"(37.72775517946509, -122.41419227409298)",1482932191681							
M842668,8,otc alterations permit,10/11/2017,1558,009,535,,15th,Av,,,street space pmerit,issued,10/11/2017,10/11/2017,10/11/2017,,10/11/2017,,,,,,,,1,,,,,,,,,,,,1,Outer Richmond,94118,"(37.777944902487455, -122.47412411653805)",1482945104295							
M842987,8,otc alterations permit,10/11/2017,0797,022,896,,Fillmore,St,,,street space,issued,10/11/2017,10/11/2017,10/11/2017,,10/11/2017,,,,,,,,1,,,,,,,,,,,,5,Hayes Valley,94117,"(37.777501464434096, -122.4313176580435)",148301981818							
M843007,8,otc alterations permit,10/12/2017,1095,005,2425,,Geary,Bl,,,street space,issued,10/12/2017,10/12/2017,10/12/2017,,10/12/2017,,,,,,,,1,,,,,,,,,,,,2,Lone Mountain/USF,94115,"(37.78231492051284, -122.44311204170013)",148305089457							
M843807,8,otc alterations permit,10/13/2017,0024,011C,2718,,Hyde,St,,,street space for pa201709279745,reinstated,10/20/2017,10/13/2017,10/13/2017,,10/13/2017,,,,,,,,1,,,,,,,,,,,,2,Russian Hill,94109,"(37.806017225478456, -122.42015526260425)",1483314449819							
M845227,8,otc alterations permit,10/17/2017,1431,028,264,,03rd,Av,,,street space & sidewalk repair,issued,10/17/2017,10/17/2017,10/17/2017,,10/17/2017,,,,,,,,1,,,,,,,,,,,,1,Inner Richmond,94118,"(37.78372760851531, -122.46092340202318)",148365099485							
M845327,8,otc alterations permit,10/17/2017,0299,019,861,,Sutter,St,,,street space,issued,10/17/2017,10/17/2017,10/17/2017,,10/17/2017,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.788197996005636, -122.41442324510548)",148367767222							
201710242043,7,wall or painted sign,10/24/2017,8702,611,274,,King,St,,,re-face (1) existing projecting sign. maher na,filed,10/24/2017,10/24/2017,,,,,,,,,,1000,,,,,,2,,,,,,,6,Mission Bay,94107,"(37.777642220223974, -122.39341813656613)",1484475491468							
M849547,8,otc alterations permit,10/30/2017,6165,013,66,,Mill,St,,,street space,issued,10/30/2017,10/30/2017,10/30/2017,,10/30/2017,,,,,,,,1,,,,,,,,,,,,10,Visitacion Valley,94134,"(37.71876662168294, -122.40622225145289)",1485323197290							
M851827,8,otc alterations permit,11/03/2017,2038A,026,1730,,12th,Av,,,street space,issued,11/03/2017,11/03/2017,11/03/2017,,11/03/2017,,,,,,,,1,,,,,,,,,,,,7,Inner Sunset,94122,"(37.7558354230817, -122.46863203513271)",1485949122974							
M853107,8,otc alterations permit,11/07/2017,3763,022,483,,03rd,St,,,street space and mta permits,issued,11/07/2017,11/07/2017,11/07/2017,,11/07/2017,,,,,,,,1,,,,,,,,,,,,6,Financial District/South Beach,94107,"(37.78174763474234, -122.39596460976995)",1486300270248							
M853247,8,otc alterations permit,11/07/2017,0640,029,1809,,Gough,St,201,,street space permit,issued,11/07/2017,11/07/2017,11/07/2017,,11/07/2017,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94109,"(37.790448830284234, -122.42601228372914)",148636077367							
M854087,8,otc alterations permit,11/09/2017,0991,049,3953,,Washington,St,,,street space,issued,11/09/2017,11/09/2017,11/09/2017,,11/09/2017,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78826160313802, -122.45839792897874)",148657386294							
M854747,8,otc alterations permit,11/13/2017,0249,023,1571,,Sacramento,St,,,street space permit,issued,11/13/2017,11/13/2017,11/13/2017,,11/13/2017,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79160220196534, -122.41866491945744)",1486848233227							
M854907,8,otc alterations permit,11/13/2017,3590,013,3320,,19th,St,,,street space,issued,11/13/2017,11/13/2017,11/13/2017,,11/13/2017,,,,,,,,1,,,,,,,,,,,,9,Mission,94110,"(37.760524816501416, -122.41758272141853)",1486892160576							
M855127,8,otc alterations permit,11/13/2017,1252,042,718,,Cole,St,,,street space permit,issued,11/13/2017,11/13/2017,11/13/2017,,11/13/2017,,,,,,,,1,,,,,,,,,,,,5,Haight Ashbury,94117,"(37.76807732513583, -122.45007833970155)",148693293842							
201711154040,3,additions alterations or repairs,11/15/2017,6969,001,5050,,Mission,St,,,fire alarm system for appln #201006104250,filed,11/15/2017,11/15/2017,,,,,,,,,,,,,,,,2,,,,,,,11,Outer Mission,94112,"(37.71772263199437, -122.44060092814006)",1487232215636							
M857329,8,otc alterations permit,11/17/2017,4024,003,624,,Hampshire,St,,,street space,issued,11/17/2017,11/17/2017,11/17/2017,,11/17/2017,,,,,,,,1,,,,,,,,,,,,10,Mission,94110,"(37.761456067566776, -122.40846096212044)",1487606168850							
M857707,8,otc alterations permit,11/20/2017,5666,010,156,,Wool,St,,,streetspace,issued,11/20/2017,11/20/2017,11/20/2017,,11/20/2017,,,,,,,,0,,,,,,,,,,,,9,Bernal Heights,94110,"(37.73977153028013, -122.41727389222731)",1487758186316							
M858789,8,otc alterations permit,11/27/2017,0912,002A,1856,,Jefferson,St,,,street space prmit,issued,11/27/2017,11/27/2017,11/27/2017,,11/27/2017,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.80500098348984, -122.44312789248019)",1488277383243							
201711274868,8,otc alterations permit,11/27/2017,1744,039,1241,,06th,Av,,,install 6 vinyl windows size for size on back wall,issued,11/27/2017,11/27/2017,11/27/2017,,11/27/2017,,2,2,,,05/27/2018,6000,6000,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76535779270799, -122.46346983597869)",1488409505430							
M859867,8,otc alterations permit,11/28/2017,2417,007,2563,,16th,Av,,,street space,issued,11/28/2017,11/28/2017,11/28/2017,,11/28/2017,,,,,,,,1,,,,,,,,,,,,7,West of Twin Peaks,94116,"(37.74014357143049, -122.47259785447889)",1488583135209							
M860867,8,otc alterations permit,11/30/2017,0187,001,1455,,Leavenworth,St,0,,street space,issued,11/30/2017,11/30/2017,11/30/2017,,11/30/2017,,,,,,,,1,,,,,,,,,,,,3,Russian Hill,94109,"(37.794608915442694, -122.41666671768017)",1488825295447							
M861547,8,otc alterations permit,12/01/2017,0327,018,165,,Ofarrell,St,,,street space permit - renewal of permit # m783367,issued,12/01/2017,12/01/2017,12/01/2017,,12/01/2017,,,,,,,,1,,,,,,,,,,,,3,Financial District/South Beach,94102,"(37.78622455286341, -122.40734672057884)",148899669772							
M863107,8,otc alterations permit,12/05/2017,1676,001H,835,,33rd,Av,,,street space,issued,12/05/2017,12/05/2017,12/05/2017,,12/05/2017,,,,,,,,1,,,,,,,,,,,,1,Outer Richmond,94121,"(37.7731864648277, -122.4931642429677)",1489437109713							
M863627,8,otc alterations permit,12/06/2017,0473,007,1304,,Francisco,St,,,street space,issued,12/06/2017,12/06/2017,12/06/2017,,12/06/2017,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.803097650767135, -122.4268812097281)",148959271288							
M863967,8,otc alterations permit,12/07/2017,3728,008,1202,,Howard,St,,,street space,issued,12/07/2017,12/07/2017,12/07/2017,,12/07/2017,,,,,,,,1,,,,,,,,,,,,6,South of Market,94103,"(37.776258877899394, -122.4119816702891)",1489689438480							
M864087,8,otc alterations permit,12/07/2017,1212,070,215,,Cole,St,1,,street space permit,issued,12/07/2017,12/07/2017,12/07/2017,,12/07/2017,,,,,,,,1,,,,,,,,,,,,5,Lone Mountain/USF,94117,"(37.77295138711437, -122.45120688231127)",1489729490648							
M864147,8,otc alterations permit,12/07/2017,0510,013,2250,,Greenwich,St,,,street space,issued,12/07/2017,12/07/2017,12/07/2017,,12/07/2017,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.79909185253604, -122.43683336533985)",148975672456							
M864527,8,otc alterations permit,12/08/2017,0642,087,1700,,California,St,1007,,common area- street space & mta parking meter,issued,12/08/2017,12/08/2017,12/08/2017,,12/08/2017,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94109,"(37.79055541147386, -122.4230298567197)",148986077468							
M864647,8,otc alterations permit,12/08/2017,4097,045A,737,,Carolina,St,,,street space,issued,12/08/2017,12/08/2017,12/08/2017,,12/08/2017,,,,,,,,1,,,,,,,,,,,,10,Potrero Hill,94107,"(37.75927525128718, -122.39979001449888)",1489903170441							
M859387,8,otc alterations permit,11/28/2017,3995,022,595,,Mariposa,St,,,street space permit - renewal of permit #m842087,issued,12/08/2017,11/28/2017,12/08/2017,,12/08/2017,,,,,,,,1,,,,,,,,,,,,10,Potrero Hill,94107,"(37.7641409841946, -122.38952857235172)",1489946168430							
M865207,8,otc alterations permit,12/11/2017,0993,012,3778,,Clay,St,,,strwet space permit,issued,12/11/2017,12/11/2017,12/11/2017,,12/11/2017,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78829850083694, -122.45506041199897)",149010386340							
M867767,8,otc alterations permit,12/18/2017,0185,013,1446,,Jackson,St,,,street space,issued,12/18/2017,12/18/2017,12/18/2017,,12/18/2017,,,,,,,,1,,,,,,,,,,,,3,Russian Hill,94109,"(37.79471233986647, -122.41898268036178)",149094761908							
201712196846,3,additions alterations or repairs,12/19/2017,2611,042,2,,Castro,St,0,,to comply with nov 201719241 seismic retrofit. 2016 cebc appendix a-4,filed,12/19/2017,12/19/2017,,,,,3,3,,,,40000,,apartments,8,apartments,8,2,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.76879786581987, -122.43595233495957)",1491120401988							
201712207002,1,new construction,12/20/2017,4991,085,250,,Executive Park,Bl,,,bldg 7. erect a type i&iii (5) story (3) basement 167 dwelling unit and retail building. maher n/a,filed,12/20/2017,12/20/2017,,,,,,5,,,,25000000,,,,apartments,74,2,,,,1,constr type 1,Y,10,Bayview Hunters Point,94134,"(37.710262656811906, -122.39181337034003)",1491353177117							
M869807,8,otc alterations permit,12/22/2017,0474,036,1111,,Bay,St,201,,street space,issued,12/22/2017,12/22/2017,12/22/2017,,12/22/2017,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.80383760408627, -122.425481726898)",149161771342							
M869987,8,otc alterations permit,12/22/2017,1041,016,590,,Spruce,St,,,street space,issued,12/22/2017,12/22/2017,12/22/2017,,12/22/2017,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78433078356834, -122.45341049084826)",149166587984							
M870307,8,otc alterations permit,12/26/2017,3654,019,3998,,24th,St,,,street space,issued,12/26/2017,12/26/2017,12/26/2017,,12/26/2017,,,,,,,,1,,,,,,,,,,,,8,Noe Valley,94114,"(37.75161242561386, -122.43165739700228)",1491788164169							
M870527,8,otc alterations permit,12/27/2017,0442A,015,50,,Capra,Wy,0,,street space permit,issued,12/27/2017,12/27/2017,12/27/2017,,12/27/2017,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.802888387282984, -122.4397144224316)",1491872414010							
M870607,8,otc alterations permit,12/27/2017,3542,041,2100,,Market,St,,,street space,issued,12/27/2017,12/27/2017,12/27/2017,,12/27/2017,,,,,,,,1,,,,,,,,,,,,8,Castro/Upper Market,94114,"(37.76747317610972, -122.42941499242298)",1491903157580							
201712287574,3,additions alterations or repairs,12/28/2017,1419,029,274,,15th,Av,,,"horizontal adddition. addition of rear stairs and interior remodel of dwelling. including (n) beds, (n) baths (n) kitchen.",filed,12/28/2017,12/28/2017,,,,Y,3,3,,,,500000,,1 family dwelling,1,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),Y,1,Outer Richmond,94118,"(37.783004678170975, -122.47380756548935)",149205498985							
201303222819,7,wall or painted sign,03/22/2013,0719,002,901,,Van Ness,Av,,,"to erect electric, projecting, double faced sign. change copy only. insert new face into exsiting sign.",cancelled,07/31/2017,03/22/2013,,,,,,,,,,1000,,,,,,2,,,,,,,5,Western Addition,94109,"(37.78400192377985, -122.42169433153967)",129957380462							
201407080724,3,additions alterations or repairs,07/08/2014,5900A,025,801,,Silver,Av,,,new sprinkler system. 94 heads. ref: 2014-11-12-1272.,complete,09/08/2017,07/08/2014,09/11/2015,09/08/2017,09/11/2015,,2,2,,Y,09/05/2016,15000,47000,church,,church,,2,,3,constr type 3,3,constr type 3,,9,Portola,94134,"(37.7295502279417, -122.41833852987313)",1348201251151							
201408254591,8,otc alterations permit,08/25/2014,3509,029,63,A,Grace,St,,,to comply with physical inspection report cc7777,complete,10/04/2017,08/25/2014,08/25/2014,10/04/2017,08/25/2014,,3,3,,,08/20/2015,500,500,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,6,South of Market,94103,"(37.774944547030586, -122.41443674356925)",1353299454075							
201501206148,3,additions alterations or repairs,01/20/2015,1226,019,418,,Shrader,St,,,rear structure - converting structure at the rear of the property to a dwelling unit.,cancelled,09/19/2017,01/20/2015,,,,,1,1,,,,35000,,storage shed,0,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,5,Haight Ashbury,94117,"(37.770762127562946, -122.45184046838122)",1370343502813							
